Gene name	Mouse gene name
RNA5SP115	
Y_RNA	
RNU6-312P	
RNU6-762P	
ORC2	Orc2
RNU6-866P	Gm25600
PIP4K2B	Pip4k2b
	
C11orf91	A930018P22Rik
TRHDE	Trhde
FBXO3	Fbxo3
GP5	Gp5
MIR4421	
MIR6500	
Y_RNA	
CFL1P2	
LINC01562	
RNF11	Rnf11
CWC25	Cwc25
MYLK	Mylk
DPY19L2P1	
	
	
TTC39A-AS1	
	
	
RNU6-877P	
	
RNU6-1281P	
LINC01409	
MIR3945HG	
RABGEF1P1	
MIR4727	
PEPD	Pepd
SPMAP1	Spmap1
	
KCNH6	Kcnh6
LINC01093	
	
HNRNPA1P35	
OR6C7P	
RPL23AP30	
RNU6-1206P	Gm56390
DPY19L2P2	
Metazoa_SRP	
	
	
RPL17P10	
OR6C75	Or6c75
FAM87B	
IMPDH1P10	
	
CFLAR-AS1	
OR6C73P	
FAM41C	
PHC1P1	
OR6C76	Or6c76
OR6C76	Or6c76b
ASS1P14	
	
TUBB8P11	
OR6C69P	
	
OR6C72P	
OR6C6	Or6c6c
OR6C6	Or6c6
	
OR6C5P	
RNF223	Rnf223
ANP32D	Anp32a
C12orf54	
RP9P	
	
RP9P	
WDR77P1	
C1orf159	9430015G10Rik
RNU7-45P	
RPL38P5	
PLRG1	Plrg1
	
MTND5P25	
MTND4P23	
MTND4LP13	
NDUFB3	Ndufb3
	
	
	
RPS10P20	
LALBA	Lalba
HLA-V	
	
NEUROD4	Neurod4
PRRC2A	Prrc2a
NSUN5P1	
	
OR9K2	Or9k2
OR9K2	Or9k2b
FBXO3-DT	
OR9R1P	
	
	
	
SBDSP1	
DCAF7	Dcaf7
	
	
DUSP16	Dusp16
SPICP1	
LINC02722	
	
LINC02721	
PLEKHH2	Plekhh2
SBDSP1	
OR10A6	Or10a49
OR10A6	Or10a3b
OR10A6	Or10a3m
OR10A6	Or10a3n
OR10A6	Or10a48
OR10A6	Or10a3
OR5B12	Or5b12b
OR5B12	Or5b12
OR51V1	Or51v14
OR51V1	Or51v8
OR8K3	Or8k24
OR8K3	Or8k33
OR8K3	Or8k27
OR8K3	Or8k30
OR8K3	Or8k40
OR8K3	Or8k41
OR8K3	Or8k32
OR8K3	Or8k3
OR8K3	Or8k37
OR8K3	Or8k31-ps1
OR8K3	Or8k22
OR8K3	Or8k28
OR8K3	Or8k25
OR8K3	Or8k35
OR8K3	Or8k38
OR8K3	Or8k3b
OR8K3	Or8k39
OR9G4	Or9g4b
OR9G4	Or9g4
STAG3L4	
AMPD3	Ampd3
STAG3L4	
RNU6-1285P	
	
FGB	Fgb
	
	
RPL13AP20	
MIR614	
	
	Gm54541
HEBP1	Hebp1
PMS2P4	
PMS2P4	
BFSP2-AS1	
MAF1P1	
	
	
CACNA1C-AS4	
FAM76AP1	
	
	
CDV3	Cdv3
CACNA1C-IT3	
	
TACO1	Taco1
	
CACNA1C-AS3	
	
CACNA1C-AS2	
CACNA1C-AS1	
ATXN7L3	Atxn7l3
	
	
RNA5SP366	
	
GARIN6	
	
PRKAG1	Prkag1
	
RN7SKP66	Gm54903
FGA	
DYNC2LI1	Dync2li1
TOPBP1	Topbp1
FGG	Fgg
LINC01342	
	
	
	
	
	
	
BET1L	
DBIP1	
HCG27	
HEXIM2	Hexim2
PMS2P1	
	
TTC39A	Ttc39a
GRM1	Grm1
	
GTF2IRD1P1	
BRICD5	Bricd5
GTF2IRD1P1	
SLC16A11	Slc16a11
SEPTIN7P2	
PGP	Pgp
GAS2	Gas2
	
	
FGF2	Fgf2
E4F1	E4f1
	
DCAKD	Dcakd
	
SPINK8	Spink8
FGFR3	Fgfr3
SHOX2	Shox2
ABCG5	Abcg5
RAPGEF6	Rapgef6
ATP13A5	Atp13a5
CDKN1B	Cdkn1b
ABCG8	Abcg8
FAM187B	Fam187b
FAM187B2P	
	
	
	
SPON2	Spon2
ERP29	Erp29
USF2	Usf2
ROBO1	Robo1
H2AX	H2ax
APLNR	Aplnr
HTR3B	Htr3b
	
RNU6-1048P	Gm25797
DNASE1L2	Dnase1l2
RN7SL455P	
	
RNU6-566P	Gm25054
RNU6-566P	Gm26011
PDSS1P2	
PPM1B-DT	
C1GALT1C1L	
KRT8P15	
FUNDC2P3	
RNA5SP222	
	
RAB32	
	
	
SMARCA5-AS1	
NAA25	Naa25
LUADT1	
	
CARF	Carf
YAP1P1	
QDPR	Qdpr
HMGN3	Hmgn3
IFITM2	Ifitm1
IFITM2	Ifitm2
IFITM2	Ifitm7
IFITM2	Ifitm3
IFITM2	Ifitm6
FBF1	Fbf1
ECI1	Eci1
GTF2IP13	
DDX39BP1	
MCCD1P1	
HCG4B	
HLA-K	
	
HLA-U	
	
HLA-W	
MICD	
HCG9	
UGDH-AS1	
DPY19L2P3	
ANAPC15	Anapc15-ps
DDX39BP2	
MCCD1P2	
	
SMIM14	Smim14
HLA-J	
	
	
	
	
	
PLG	Plg
LINC01004	
KMT2E-AS1	
PUS7	Pus7
	
RNU7-11P	
UBE2K	Ube2k
B3GAT2	B3gat2
C3orf49	Gm11100
BRD2	Brd2
HAMP	Hamp
	
ECI1-AS1	
MIR633	
TRMT112P3	
MIR3657	
	
	
OR5H15	Or5h26
OR5H15	Or5h23
OR5H15	Or5h19
OR5H15	Or5h18
OR5H15	Or5h25
OR5H15	Or5h17
OR5H15	Or5h22
RNPS1	Rnps1
Y_RNA	
Y_RNA	
	
	
	
	
TRAFD1	Trafd1
RN7SL558P	
KCNMB2	Kcnmb2
ZBTB12BP	
DNAJB6P8	
SMIM14-DT	
	
MAG	Mag
SLC35G6	Slc35g3
BRAF	Braf
PDS5A	Pds5a
SPECC1	Specc1
SRGAP3	Srgap3
Y_RNA	
MIR6861	
	
RN7SKP71	
RPL7AP60	
	
HECTD4	Hectd4
CDK3	Cdk3
OR5P3	Or5p80
OR5P3	Or5p57
HPS5	Hps5
GPR142	Gpr142
EPN2	Epn2
LSR	Lsr
RN7SL653P	
SAMD11	Samd11
ELOCP33	
RNA5SP159	
	
PABPC1P1	
KRT18P25	
CPNE9	Cpne9
RNU6-1112P	
	
KRT8P52	
	
N4BP2	N4bp2
RPL7P14	
	Gm22620
	
RPL23AP36	
RPL12P16	
MFSD14A	Mfsd14a
TBC1D14	Tbc1d14
LRPPRC	Lrpprc
	
SASS6	Sass6
C1RL	C1rl
ZNF445	Zfp445
	
DBT	Dbt
	
	
AKAP7	Akap7
NKTR	Nktr
GTF2H1	Gtf2h1
CACNA2D1	Cacna2d1
TPM3P5	
PLEKHA3P1	
	
	
	
IQSEC3P1	
C2CD5	C2cd5
CEACAM21	Ceacam15
CEACAM21	Ceacam9
CEACAM21	Ceacam10
SLC35G3	Slc35g3
RUNDC1	Rundc1
TCF19	Tcf19
	
	
RN7SKP292	
	
EFCAB5	Efcab5
CCDC96	
TADA2B	Tada2b
RPL23AP90	
BRI3P1	
	
	
DNAJC19P2	
	
CEACAM4	
RTCA	Rtca
PCMT1	Pcmt1
GRPEL1	Grpel1
LINC02447	
DNAJC19P3	
RN7SKP36	Gm55376
	
MIR4798	
	
PSAPL1	Psapl1
CEACAM7	
RAB33B	Rab33b
SEMA6A	Sema6a
TIFA	Tifa
CEACAM5	
MIR553	
GRIA2	Gria2
MIR3159	
	
SELENOT	Selenot
SAA1	
VEGFA	Vegfa
	
CEACAM6	
BRDT	Brdt
	
CEACAM3	
MIR4491	
POU2AF1	Pou2af1
	
	
	
	
	
CCDC144NL-AS1	
HNRNPA1P52	
	
CACNA2D1-AS1	
LYPD4	Lypd4
MTHFD2P5	
CALD1	Cald1
RNU2-60P	
	
MIR34BHG	
DMRTC2	Dmrtc2
MIR34B	Mir34b
RASA2	Rasa2
MIR34C	Mir34c
	
LAYN	Layn
RANBP3L	Ranbp3l
	
AKAP1-DT	
MIR3677HG	
	
TANC2	Tanc2
MIR3677	
MIR940	
MIR4717	
PLLP	Pllp
RPS19	Rps19
RAB11FIP3	Rab11fip3
PLD1	Pld1
SIK2	Sik2
TRIM36	Trim36
MIR6797	
ERFL	Erfl
	
RN7SKP273	
RABAC1	Rabac1
BTG4	Btg4
HOATZ	Hoatz
CCDC57	Ccdc57
Y_RNA	
	
LINC00235	
CAPN15	Capn15
	
	
	
RN7SKP83	Gm54555
RN7SKP83	Gm54563
RN7SKP83	Gm55613
TMEM86A	Tmem86a
ST3GAL5-AS1	
ATP1A3	Atp1a3
POLR1A	Polr1a
IGSF22	
TMEM161B	Tmem161b
MIR5587	
MIR3176	
	
PRR35	Prr35
	
	
SLC25A11	Slc25a11
RBFOX1	Rbfox1
KHDRBS1	Khdrbs1
FGF6	Fgf6
IGSF22-AS1	
PTPN5	Ptpn5
DDIT3	Ddit3
TAFA1	Tafa1
	
SELENOK	Selenok
TMEM39B	Tmem39b
ANAPC7	Anapc7
SCAP	Scap
RNF167	Rnf167
MIR5585	
Metazoa_SRP	
KPNA6	Kpna6
	
	
MRGPRX8P	
CALU	Calu
MRGPRX7P	
	
MRGPRX6P	
MRGPRX5P	
	
MRGPRX11P	
MRGPRX10P	
MRGPRX9P	
MRGPRX2	Mrgprb1
MRGPRX2	Mrgpra3
MRGPRX2	Mrgprb8
MRGPRX2	Mrgpra4
MRGPRX2	Mrgprx2
MRGPRX2	Mrgpra1
MRGPRX2	Mrgpra9
MRGPRX2	Mrgpra2b
MRGPRX2	Mrgprb5
MRGPRX2	Mrgpra2a
MRGPRX2	Mrgprb4
MRGPRX2	Mrgprb3
MRGPRX2	Mrgprb2
MRGPRX2	Mrgprx1
MRGPRX2	Mrgpra6
	
MIER3	Mier3
MRGPRX1	Mrgprb1
MRGPRX1	Mrgpra3
MRGPRX1	Mrgprb8
MRGPRX1	Mrgpra4
MRGPRX1	Mrgprx2
MRGPRX1	Mrgpra1
MRGPRX1	Mrgpra9
MRGPRX1	Mrgpra2b
MRGPRX1	Mrgprb5
MRGPRX1	Mrgpra2a
MRGPRX1	Mrgprb4
MRGPRX1	Mrgprb3
MRGPRX1	Mrgprb2
MRGPRX1	Mrgprx1
MRGPRX1	Mrgpra6
ITGA4	Itga4
LINC02730	
	
JAM3	Jam3
TMEM132C	Tmem132c
PFN1	Pfn1
SHISA5	Shisa5
OR6C65	Or6c65
ATG101	Atg101
ENO3	Eno3
CCDC28B	Ccdc28b
CLEC12B	Clec12b
CD79A	Cd79a
	
TAFA2	Tafa2
LINC01160	
BCL2L12	Bcl2l12
PCDHAC1	Pcdhac1
RN7SKP30	Gm54559
	
PDCL2	Pdcl2
DDX20	Ddx20
NMU	Nmu
PTP4A2P2	
	
	
	
	
	
	
SAP18P2	
	
RNU6ATAC19P	
VPS26B	Vps26b
MRPL45P1	
U6	
RNU6-1168P	
RNU6-1007P	
RPL38P6	
FOXI3	Foxi3
TARS1	Tars1
SPMIP9	Spmip9
	
	
	
SLCO1A2	Slco1a8
SLCO1A2	Slco1a6
SLCO1A2	Slco1a5
SLCO1A2	Slco1a7
SLCO1A2	Slco1a1
SLCO1A2	Slco1a4
PAXIP1-AS2	
	
RPIA	Rpia
CCDC174	Ccdc174
	
	
PAXIP1-DT	
HTR5A-AS1	
	
PAXBP1P1	
	
HTR5A	Htr5a
THYN1	Thyn1
	
MIR4436A	
IGKC	Igkc
	
	
IGKJ5	
IGKJ4	
IGKJ3	
DPP6	Dpp6
IGKJ2	
IGKJ1	
RNU6-276P	Gm22085
EXOC1L	Exoc1l
IGKV4-1	Igkv8-28
IGKV4-1	Igkv6-23
IGKV4-1	Igkv6-25
IGKV4-1	Igkv6-20
IGKV4-1	Igkv8-19
IGKV4-1	Igkv8-26
IGKV4-1	Igkv8-27
IGKV4-1	Igkv8-16
IGKV4-1	Igkv6-14
IGKV4-1	Igkv6-13
IGKV4-1	Igkv6-15
IGKV4-1	Igkv8-18
IGKV4-1	Gm43218
IGKV4-1	Igkv6-29
IGKV4-1	Igkv7-33
IGKV4-1	Igkv6-32
IGKV4-1	Igkv8-24
IGKV4-1	Igkv6-17
IGKV4-1	Igkv8-34
IGKV4-1	Igkv8-30
IGKV4-1	Igkv8-21
EXOC1	Exoc1
GMCL1	Gmcl1
PHF7	Phf7
SPAG7	Spag7
LINC01595	
DNASE2	Dnase2a
	
RPL23AP92	
SNRNP27	
CAMTA2	Camta2
	
Y_RNA	
MIR7974	
RN7SL833P	
ELOF1	Elof1
MXD1	Mxd1
PLEKHG7	
RPL5	
PRELID3BP5	
PRELID3BP6	
PRELID3BP7	
ACAD8	Acad8
	
	
	
	
CRX	Crx
	
	
TUBAP14	
PITPNM2	Pitpnm2
WDR6	Wdr6
TPRX1	
FCHO1	Fcho1
RNU6-652P	
	
	
RN7SL470P	
CEP135	Cep135
DIPK1A	Dipk1a
PCBP1	Pcbp1
	
MRPL36P1	
C2orf42	C87436
CAST	Cast
MAP3K7	Map3k7
SNORD21	Snord21
SNORA66	Gm26387
	
RNU6-970P	
RN7SL692P	
	
RNU6-210P	Gm24892
RN7SKP123	
Y_RNA	
TMEM52B	Tmem52b
MTF2	Mtf2
	
GLB1L3	Glb1l3
	
DEPDC4	
MIR1285-2	
RPL39P15	
RPS26P20	
SORBS2	Sorbs2
DCAF17	Dcaf17
TKT	Tkt
OR5T3	Or5t9
OR5T3	Or5t17
OR5T3	Or5t5
PLEKHG6	Plekhg6
OR52E5	Or52e5
DEAF1	Deaf1
DAP3P2	
	
	
RPS15P4	
CHN2-AS1	
NANOGP4	
CYBRD1	Cybrd1
DPY19L2P3	
	
MIR6864	
MIR6865	
	
CAMTA2-AS1	
KIF1C	Kif1c
	
PCOLCE-AS1	
LRCH4	Lrch4
C2orf74	1700093K21Rik
	
	
SLC12A4	Slc12a4
SLC41A2	Slc41a2
	
ABHD14A	Abhd14a
KIF1C-AS1	
SH2D5	Sh2d5
SLC52A1	Slc52a2
SHANK2	Shank2
	
	
CHST13	Chst13
Y_RNA	
PWP1	Pwp1
STAMBP	Stambp
ZFP3-DT	
ZFP3	Zfp3
USP6	Usp32
CIP2A	Cip2a
	
RNU7-200P	
MIR1256	
RPS15AP6	
	
SRPK2	Srpk2
HSPE1P27	
	
ECE1	Ece1
	
ADGB	Adgb
RPL17P38	
PRDM4	Prdm4
CRBN	Crbn
PRDM4-AS1	
	
	
NAMPT-AS1	
SYPL1	Sypl1
	
	
ASCL4	Ascl4
TMEM132B	Tmem132b
	
	
	
	
	
	
	
PCBP2	Pcbp2
HMGA1P7	
RN7SL408P	
SGK1	Sgk1
IZUMO1R	Izumo1r
	
	
INCA1	Inca1
	
PRDX5P1	
Y_RNA	
RPL6P21	
NCAPD3	Ncapd3
EEF1A1P26	
LINC02005	
	
Metazoa_SRP	
DPY19L2P2	
LINC02047	
HSP90AB5P	
AKR1B1P2	
CNTN3	Cntn3
INPP4B	Inpp4b
DDX11L10	
DDX11L16	
FRG2DP	
	
	
	
	
	
	
RNF213-AS1	
	
ECE1-AS1	
MT1JP	
NIPA2P2	
RN7SL294P	Gm22567
MIR4444-2	
	
MT1JP	
HNRNPA3P6	
MYLKP1	
ENDOV	Endov
MT1IP	
ATP5MC2P5	
	
SMG1P4	
	
SUSD4	Susd4
LEKR1	Lekr1
PMPCB	Pmpcb
ABCA3P1	
PLA2G10CP	
	
	
SNX29P2	
	
	
PDXDC2P	
FRG2KP	
ADPRH	Adprh
PDPK2P	
URAHP	
TUBB8P7	
	
	
HERC2P4	
DNAH12	Dnah12
POR	Por
RRN3P3	
RRN3P3	
OTOAP1	
OTOAP1	
PDPR2P	
RNU4-57P	Gm24256
RNU4-57P	Gm26478
CCDC185	Ccdc185
RNU1-74P	Gm23464
ABCC6P2	
LRRIQ3	Lrriq3
ABCC6P2	
	
HERC2P5	
POLR2H	Polr2h
SLC6A10P	
MIR4730	
	
	
NPTX1	Nptx1
TNNI3K	Tnni3k
HERC2P8	
	
	
RPL32P31	
FAM149A	Fam149a
RPL31P7	
	
	
CCDC40	Ccdc40
SMG1P5	
TMEM231P1	
	
SMG1P1	
CNOT10	Cnot10
	
RPS29P32	
RNA5SP218	
Y_RNA	
	
KRT8P42	
	
	
CHCHD2P4	
PCBP2-OT1	
	Gm55307
RNU6-1286P	Gm56147
MAP3K12	Map3k12
Y_RNA	
	
	
GJA1	Gja1
MIR1268B	
EIF4A3	Eif4a3l2
EIF4A3	Eif4a3
EIF4A3	Eif4a3l1
RNU4-35P	
	
LINC02980	
AP2A2	Ap2a2
	
	
LRRC53	
	
	
	
ERICH3	Erich3
BTN2A3P	
RRN3P1	
SMG1P3	
	
	
	
	
BTN2A1	
	
	
RNA5SP438	
	
MT1DP	
	
ERICH3-AS1	
ATF7-NPFF	
	
LINC01989	
MPHOSPH10P1	
	
	
ATF7	Atf7
MT1L	
CCL7	Ccl7
	
	
	
	
CRYZ	Cryz
SMG1P7	
CCL11	Ccl11
	
	
CCL8	Ccl12
MAZ	Maz
	
CCL13	
ABT1	Abt1
	
CCL1	
MST1	Mst1
	
ZNF322	Zfp322a
	
DHCR7	Dhcr7
CCL2	
PRDM8-AS1	
PRDM8	Prdm8
TSPAN10	Tspan10
	
	
H2BC4	
	
	
	
GUSBP2	
	
	
TBC1D28	
	
GUSBP2	
ATP5MC2	Atp5mc2
POM121L6P	
LINC00240	
FGF5	Fgf5
LINC00921	
LARRPM	
	
	
VN1R12P	
ZNF263	Zfp263
VN1R13P	
	
LINC01094	
H2BC12	
	
STXBP5-AS1	
PRKAR2B-AS1	
LINC01987	
RPL31P51	
TYW3	Tyw3
	
PHB1	Phb1
RASSF9	Rassf9
PRKAR2B	Prkar2b
METTL9	Mettl9
NTS	Nts
UTS2B	Uts2b
	
	
	
	
MGAT4C	Mgat4c
CC2D2A	Cc2d2a
FPGT-TNNI3K	
ACVR1C	Acvr1c
	
SLC25A26	Slc25a26
SPDYE14	Spdye4b
SPDYE14	Spdye4a
	
FGD4	Fgd4
FKBP6P2	
PHTF2	Phtf2
LINC01976	
	
	
G6PC3	G6pc3
MOSMO	Mosmo
	
FOXRED1	Foxred1
STXBP5	Stxbp5
ACVR1	Acvr1
	
VWA3A	Vwa3a
ZNF594	
	
BRWD1P1	
RNA5SP41	
	
	
RNA5S1	
SCIMP	Scimp
RNA5S2	n-R5s133
RNA5S3	n-R5s141
RNA5S4	
RNA5S5	
RNA5S6	Gm22291
RNA5S7	
RNA5S8	
RNA5S9	n-R5s110
RNA5S10	
RNA5S11	n-R5s122
RNA5S12	n-R5s111
RNA5S13	
RNA5S14	
RNA5S15	
RNA5S16	
RNA5S17	n-R5s146
RNA5S17	n-R5s134
RNA5S17	n-R5s108
RNA5SP18	
DUSP5P1	
	Gm24454
TSPAN4	Tspan4
SNORA6	Gm55131
SNORA6	Gm24044
SNORA62	
	
	
NFU1P1	
MOBP	Mobp
PRKACA	Prkaca
SDR42E2	Sdr42e2
	
TNRC6C	Tnrc6c
	
	
OBSCN	Obscn
	
MIR140	Mir140
CLEC18A	Clec18a
LINC03085	
FPR1	Fpr1
TYK2	Tyk2
ZNF232	
NAA15	Naa15
MED12L	Med12l
IL22RA2	Il22ra2
	
	
BRI3P2	
TEX14	Tex14
IRAG2	Irag2
	
B3GALNT2P1	
	
TMEM244	
RPL21P67	
	
ARG1	Arg1
	
RNU6-436P	
	
HOXD13	Hoxd13
GRM8	Grm8
HOXD12	Hoxd12
HOXD11	Hoxd11
	
	
	
FOXO1B	
	
SNORD63B	Gm22200
SNORD63	Gm26109
	
	
HOXD10	Hoxd10
HOXD-AS2	
HSPA9	Hspa9
HOXD9	Hoxd9
	
NPIPB14P	
HOXD8	Hoxd8
SMG1P7	
	
TP53TG3F	
MIR10B	Mir10b
HOXD4	Hoxd4
	
	
	
	
	
HAGLR	
	
CHEK2P6	
	
TAF10	Taf10
	
	
BMS1P8	
SETD2	Setd2
	
MED23	Med23
TMEM216	Tmem216
	
ENPP7P13	
	
	
	
IGHV3OR16-12	
	
	
MIR592	Mir592
GRM8-AS1	
	
IGHV3OR16-13	
NFE4	
	
IGHV3OR16-17	
HOXD1	Hoxd1
	
	
FBXL13	Fbxl13
MIR7704	
	
	
	
IGHV3OR16-11	
RPSAP25	
	
HOXD3	Hoxd3
ZNF550	
DENND2B	Dennd2b
ARHGAP23P1	
SPMAP2L	Spmap2l
	
IGHV3OR16-7	
	
IGHV3OR16-16	
	
GLDCP1	
WWP2	Wwp2
	
AFF3	Aff3
CHAER1	
SPINK2	Spink2
U3	
RNU1-108P	Gm22068
	
RNU1-52P	
RNVU1-34	
	
Metazoa_SRP	
RNU6-518P	
	
TWF1P1	
TPRX2	
PRRT4	Prrt4
CRYBA1	Cryba1
SULT2A1	Sult2a1
SULT2A1	Sult2a8
SULT2A1	Sult2a5
SULT2A1	Sult2a3
SULT2A1	Sult2a7
SULT2A1	Sult2a4
SULT2A1	Sult2a6
SULT2A1	Sult2a2
CTBP1-DT	
NUFIP2	Nufip2
ACTMAP	Actmap
	
CHN2	Chn2
	
RPL35AP35	
	
LINC02174	
	
MYL4	Myl4
GALNTL6	Galntl6
SNRPA	Snrpa
NPFF	Npff
	
	
ZNF876P	
RPS15AP32	
ZNF876P	
CFAP73	Cfap73
	
	
ITGB3	Itgb3
ZNF732	
Y_RNA	
	
	
DDX54	Ddx54
ZNF141	
HTR3C	
MIA	Mia
	
	
MIR571	
	
ZNF519P4	
YPEL3-DT	
	
ZNF721	
	
ENPP3	Enpp3
HTR3C2P	
Y_RNA	
HTR3E-AS1	
	
	
HTR3E	
SMG1P5	
ITPKC	Itpkc
LONRF2	Lonrf2
GYPB	Gypa
CD2BP2-DT	
	
LINC02230	
FOXD1	Foxd1
SLC6A10P	
RNU7-186P	
FOXD1-AS1	
	
LINC01385	
LINC01386	
EFCAB13	Gm11639
FUNDC2P1	
ANKRA2	Ankra2
	
	
	
	
	
DGKI	Dgki
ABHD17AP9	
CYCSP7	
	
	
MIR7106	
Y_RNA	
	
CHST10	Chst10
RITA1	Rita1
TP53TG3C	
MAST1	Mast1
	
	
	
PLA2G10IP	
NPIPA8	
	
IQCD	Iqcd
UTP15	Utp15
	
PKD1P4	
	
DTX1	Dtx1
	
UGT2B28	
MIR6511A4	
	
PKD1P5	
MIR6770-3	
	
HSP90AA5P	
	
EIF2B5-DT	
RPS3P3	
Y_RNA	
	
ABCF3	Abcf3
MIR3180-3	
MIR3670-3	
	
MIR3179-3	
TFCP2	Tfcp2
NOMO2	Nomo1
PLA2G4C	Pla2g4c
RNU4-18P	Gm22956
	
	
TNXB	Tnxb
	
UGT2B25P	
	
SEBOX	Sebox
	
	
UGT2B24P	
RSKR	Rskr
	
	
CREB3L2	Creb3l2
	
RALBP1P2	
TNS1-AS1	
UGT2B4	
TUBA4A	Tuba4a
	
IFT57P1	
	
	
ITM2BP1	
RNU4-54P	
UGT2A1	Ugt2a1
RNA5SP355	
RPL29P27	
	
	
CCDC91	Ccdc91
DNAJB2	Dnajb2
USP12P1	
	
LGALS9	
SAR1B	Sar1b
	
	
LINC01007	
	
MYL10	Myl10
PLA2G4C-AS1	
CTBP1	Ctbp1
	
	
ZSWIM9	Zswim9
POLR1F	Polr1f
	
	
RNVU1-30	
FAM91A2P	
RNU1-68P	Gm23230
	
	
H3C13	
	
MIR3146	
H2AC20	H2ac20
TMEM196	
H2AC21	H2ac21
BOLA1	Bola1
CARD8	
SETD5	Setd5
	
BUD23	Bud23
SV2A	Sv2a
GCNT2	Gcnt2
RNU6-1311P	Gm25142
SEC24A	Sec24a
OR6C3	Or6c3
	
KRT3	
	
ASNSD1	Asnsd1
KRT4	Krt4
CPA1	Cpa1
SF3B4	Sf3b4
ASDURF	Asdurf
KRT79	Krt79
MIR3670-4	
	
MIR3179-4	
	
	
ABCC6P1	
RNU6-1164P	
RNU6-757P	Gm23623
OSGEPL1	Osgepl1
FCGR1A	Fcgr1
CAMLG	Caml
	
	
RPL21P63	
SYCP2L	Sycp2l
	
KRT78	Krt78
DDX46	Ddx46
ABCC6P1	
CNOT4	Cnot4
	
	
AIMP1P2	
	
	
RPL34P6	
GPR25	Gpr25
	
RNU6-704P	Gm24522
MIR3670-1	
	
RPL7P41	
MIR3180-1	
PKD1P3	
KRT18	Krt18
Y_RNA	
	
OSGEPL1-AS1	
NPIPA1	
	
KIF21B	Kif21b
ORMDL1	Ormdl1
	
NEDD9	Nedd9
SBF2	Sbf2
CFAP299	Cfap299
ANKAR	Ankar
KRT8	Krt8
MIR6511A1	
MIR6770-1	
	
	
PDXDC1	Pdxdc1
BMP3	Bmp3
RNU6-1097P	
RPL36AP27	
NPC1L1	Npc1l1
	
PRKG2	Prkg2
	
	
	
CPDP1	
	
	
	
	
DNAH8	Dnah8
LGALS9DP	
	
C5orf24	B230219D22Rik
	
	
LYRM9	Lyrm9
RNU6-512P	Gm24522
MIR128-1	Mir128-1
	
UBXN4	Ubxn4
TXNDC15	Txndc15
	
NOS2	Nos2
	
	
	
CLMAT3	
RN7SKP232	Gm56250
RN7SKP232	Gm54662
	
LCT	Lct
ATOX1	Atox1
PRKG2-AS1	
RNU5A-2P	
BMPR1B-DT	
BMPR1B	Bmpr1b
Y_RNA	
LCT-AS1	
ATOX1-AS1	
	
IRS1	Irs1
	
GLRA1	Glra1
	
RHBDD1	Rhbdd1
OR6C74	Or6c74
ABCC9	Abcc9
DDX56	Ddx56
COL4A3	Col4a3
	
RNA5SP198	
RNU6-923P	
RXFP3	
SLC45A2	Slc45a2
	
	
	
C1QTNF3-AMACR	
FHP2	
C1QTNF3	C1qtnf3
TMEM9	Tmem9
MIR4448	
ABCC5	Abcc5
UNC5C	Unc5c
MFF-DT	
	
	
	
RN7SL684P	
Y_RNA	
GPRIN1	Gprin1
SNCB	Sncb
DNAH8-AS1	
ZFAND3-DT	
	
	
ZFAND3	Zfand3
CARD8-AS1	
TM4SF20	Tm4sf20
ZNF114-AS1	
ZNF114	
MIR5703	
UNC5C-AS1	
RPL30P6	
EIF4E	Eif4e
AGFG1	Agfg1
ASCL3	Ascl3
OR51F1	Or51f1e
OR51F1	Or51f1d
OR51F1	Or51f1
VPS11	Vps11
EMP3	Emp3
MIR4281	
TMED4	Tmed4
SUZ12	Suz12
RN7SL285P	
EIF4E1B	Eif4e1b
RNVU1-33	Gm25831
	
BTBD9	Btbd9
	
	
OGDH	Ogdh
RPS4XP1	
	
	
TSPAN17	Tspan17
TCHP	
IGFN1	Igfn1
LIG1	Lig1
TBCAP3	
	
FAM177A1P1	
	
RNU7-149P	Rnu7-ps3
NDUFS5P4	
METAP1	Metap1
	Snord45c
BTBD9-AS1	
Y_RNA	
TFGP1	
RNA5SP437	
GLO1	Glo1
	
	
WDR45BP1	
	
ARGFXP2	
	
	
LINC02887	
DNAH8-DT	
RN7SL465P	
	
	
	Gm25791
	Gm26236
	
RNA5SP350	
	
	
LPAL2	
LINC02550	
	
RPS17P15	
	
SLC22A2	Slc22a2
POU2AF2	Pou2af2
U6	Gm22883
SCGB1C2	Scgb1c1
COLCA1	
DOC2B	Doc2b
NEDD8P1	
	Gm55799
	Gm22704
	
SLC22A3	Slc22a3
	
	
SAMD13	Samd13
TPM3P7	
ANKRD13A	Ankrd13a
	
PTGES3P2	
	
LPAL2	
NDUFB4P4	
	
LPA	Gm6619
LPA	5430401F13Rik
POU2AF3	Pou2af3
KIF3C	Kif3c
SRFBP1	Srfbp1
MIR3684	
ABT1P1	
MAP3K4	Map3k4
	
ADH5	Adh5
	
LINC02091	
MIR1972-1	
	
LOX	Lox
NTAN1	Ntan1
RPS2P39	
RPH3AL	Rph3al
	
	
	
RNA5SP75	
	
	
DDX10	Ddx10
RPL13AP11	
TMEM81	Tmem81
	
MTR	Mtr
	
	
IFT81	Ift81
RNF26	Rnf26
RNF26	Rnf26rt
RNF26	Gm49380
	
C1QTNF5	C1qtnf5
UQCRHP2	
TRMT112P6	
RAB10	Rab10
RRN3	Rrn3
NPM1	
